kid2019,pindex2008,NOBS2008,pindex2009,NOBS2009,pindex2010,NOBS2010,pindex2011,NOBS2011,pindex2012,NOBS2012,pindex2013,NOBS2013,pindex2014,NOBS2014,pindex2015,NOBS2015,pindex2016,NOBS2016,pindex2017,NOBS2017,pindex2018,NOBS2018,pindex2019,NOBS2019,pindex2020,NOBS2020,pindex2021,NOBS2021,pindex2022,NOBS2022,pindex2023,NOBS2023,pindex2024,NOBS2024,pindex2025,NOBS2025,avg_return_all_time,avg_return_10yr,avg_return_5yr,return_2009,return_2010,return_2011,return_2012,return_2013,return_2014,return_2015,return_2016,return_2017,return_2018,return_2019,return_2020,return_2021,return_2022,return_2023,return_2024,return_2025,dataset_type
09187,5.961,1532,6.075,1774,6.131,2131,6.165,2514,6.373,1945,6.556,2436,6.664,2355,7.02,1546,7.254,1279,7.67,1241,8.091,1212,8.317,976,8.612,1235,9.014,1241,9.593,1199,9.896,1658,10.459,1818,10.805,793,3.57,4.41,4.65,1.9124,0.9218,0.5546,3.3739,2.8715,1.6473,5.3421,3.3333,5.7348,5.4889,2.7932,3.547,4.6679,6.4233,3.1586,5.6892,3.3082,renting
09188,8.46,2504,8.516,2370,8.507,2612,8.661,2523,8.857,2207,9.145,1939,9.433,1779,9.659,1444,9.302,1345,10.274,1100,11.01,1045,11.592,873,11.862,983,12.183,1194,12.735,1122,13.075,1431,14.023,1614,14.255,780,3.16,4.03,3.76,0.6619,-0.1057,1.8103,2.263,3.2517,3.1493,2.3958,-3.696,10.4494,7.1637,5.2861,2.3292,2.7061,4.5309,2.6698,7.2505,1.6544,renting
09189,5.363,794,5.527,743,5.527,980,5.577,877,5.699,688,6.094,1037,6.177,1480,6.371,778,6.505,529,6.922,515,7.217,658,7.52,517,7.776,629,8.106,683,8.794,630,9.166,851,9.839,1148,10.187,499,3.87,4.82,5.57,3.058,0.0,0.9046,2.1876,6.931,1.362,3.1407,2.1033,6.4105,4.2618,4.1984,3.4043,4.2438,8.4875,4.2302,7.3424,3.5369,renting
09190,6.345,754,6.442,786,6.247,1010,6.355,1062,6.509,865,6.644,981,6.834,904,7.112,642,7.336,370,7.809,487,8.176,452,8.64,313,8.697,468,9.141,493,9.633,446,9.909,666,10.417,875,10.936,486,3.28,4.41,4.69,1.5288,-3.027,1.7288,2.4233,2.0741,2.8597,4.0679,3.1496,6.4477,4.6997,5.6751,0.6597,5.1052,5.3823,2.8652,5.1267,4.9822,renting
09261,5.627,639,5.71,677,5.863,809,5.923,956,6.112,869,6.521,1119,6.983,1113,7.406,829,7.206,970,7.823,793,8.262,854,8.5,824,8.718,995,8.872,1164,9.17,889,9.69,798,9.925,1109,10.678,566,3.88,3.77,4.16,1.475,2.6795,1.0234,3.191,6.6918,7.0848,6.0576,-2.7005,8.5623,5.6117,2.8807,2.5647,1.7665,3.3589,5.6707,2.4252,7.5869,renting
09262,5.105,293,5.141,306,5.086,383,5.468,447,5.857,639,5.898,862,6.105,1034,6.384,969,6.735,869,7.124,945,7.567,908,8.008,908,7.907,1197,7.99,1181,8.355,1032,8.553,1087,9.019,1409,9.369,641,3.67,3.94,3.46,0.7052,-1.0698,7.5108,7.1141,0.7,3.5097,4.57,5.4981,5.7758,6.2184,5.8279,-1.2612,1.0497,4.5682,2.3698,5.4484,3.8807,renting
09263,4.595,204,4.756,169,4.929,211,4.96,242,5.136,277,5.262,465,5.658,665,6.858,1297,6.504,325,6.256,392,6.542,327,7.003,320,7.208,418,7.405,561,7.659,418,8.048,487,8.373,548,8.773,277,4.01,2.56,4.01,3.5038,3.6375,0.6289,3.5484,2.4533,7.5257,21.2089,-5.1619,-3.813,4.5716,7.0468,2.9273,2.7331,3.4301,5.079,4.0383,4.7773,renting
09271,4.596,292,4.629,413,4.758,728,4.825,706,5.036,943,5.002,1180,5.274,1314,6.197,802,5.511,612,6.039,489,6.293,509,6.305,428,6.736,551,6.982,581,7.178,542,7.357,602,7.99,625,8.321,387,3.71,3.14,4.34,0.718,2.7868,1.4082,4.3731,-0.6751,5.4378,17.5009,-11.0699,9.5808,4.206,0.1907,6.8358,3.652,2.8072,2.4937,8.6041,4.1427,renting
09273,4.925,339,4.838,379,5.007,341,5.292,480,5.402,357,5.315,579,5.682,874,5.887,443,6.193,229,6.599,270,6.668,346,6.849,364,7.164,527,7.493,661,7.532,507,8.927,604,8.301,700,8.651,307,3.49,4.1,4.17,-1.7665,3.4932,5.692,2.0786,-1.6105,6.905,3.6079,5.1979,6.5558,1.0456,2.7145,4.5992,4.5924,0.5205,18.521,-7.0124,4.2164,renting
09274,4.705,409,4.845,426,4.862,448,5.022,482,5.151,518,5.323,725,5.377,734,5.82,386,5.774,359,6.413,344,6.65,444,6.792,390,7.071,676,7.395,715,7.77,605,8.09,774,8.477,867,8.8,387,3.79,4.26,4.47,2.9756,0.3509,3.2908,2.5687,3.3392,1.0145,8.2388,-0.7904,11.0669,3.6956,2.1353,4.1078,4.5821,5.071,4.1184,4.7837,3.8103,renting
09275,4.461,264,4.368,320,4.388,582,4.369,489,4.662,421,4.586,494,4.834,1660,4.903,1079,5.17,384,5.53,445,5.798,399,5.947,361,5.98,599,6.211,724,6.531,602,6.885,807,7.308,846,7.483,395,3.13,4.34,4.59,-2.0847,0.4579,-0.433,6.7063,-1.6302,5.4078,1.4274,5.4456,6.9632,4.8463,2.5699,0.5549,3.8629,5.1521,5.4203,6.1438,2.3946,renting
09276,3.616,78,3.644,84,3.769,87,3.817,106,3.848,126,4.076,163,4.016,203,4.215,169,4.46,134,4.888,133,5.085,121,5.8,77,5.318,137,5.765,162,6.094,118,6.091,159,6.964,216,7.615,91,4.63,6.29,7.55,0.7743,3.4303,1.2735,0.8122,5.9252,-1.472,4.9552,5.8126,9.5964,4.0303,14.061,-8.3103,8.4054,5.7069,-0.0492,14.3326,9.3481,renting
09277,4.182,57,4.079,68,3.963,178,4.117,130,4.361,103,4.575,147,4.634,520,4.77,309,5.004,142,5.263,160,5.608,199,5.609,191,6.06,325,6.13,346,6.411,258,6.911,371,7.253,387,7.407,178,3.47,4.53,4.12,-2.4629,-2.8438,3.8859,5.9266,4.9071,1.2896,2.9348,4.9057,5.1759,6.5552,0.0178,8.0406,1.1551,4.584,7.7991,4.9486,2.1233,renting
09278,3.977,66,3.923,73,4.522,78,4.311,58,4.552,74,4.619,128,4.523,226,5.588,143,5.529,65,5.793,93,5.777,100,6.318,128,6.14,184,6.166,179,6.547,148,6.848,176,7.348,206,7.924,147,4.36,3.63,5.27,-1.3578,15.2689,-4.6661,5.5904,1.4719,-2.0784,23.5463,-1.0558,4.7748,-0.2762,9.3647,-2.8173,0.4235,6.179,4.5975,7.3014,7.8389,renting
09279,4.254,165,4.383,182,4.457,184,4.47,176,4.65,208,4.827,271,4.772,156,5.555,84,5.8,113,6.207,170,5.925,193,6.221,137,6.374,218,6.544,268,7.129,206,7.623,310,7.904,378,8.192,150,4.02,4.02,5.17,3.0324,1.6883,0.2917,4.0268,3.8065,-1.1394,16.4082,4.4104,7.0172,-4.5433,4.9958,2.4594,2.6671,8.9395,6.9294,3.6862,3.6437,renting
09361,4.726,237,4.628,105,4.848,176,4.739,438,5.131,344,5.414,727,5.47,609,5.527,279,5.742,163,6.101,189,6.173,137,6.551,167,6.704,235,7.095,216,7.606,197,8.058,248,8.478,321,8.621,203,3.64,4.57,5.18,-2.0736,4.7537,-2.2483,8.2718,5.5155,1.0344,1.042,3.89,6.2522,1.1801,6.1234,2.3355,5.8323,7.2023,5.9427,5.2122,1.6867,renting
09362,6.778,3456,6.802,3454,6.918,2997,7.179,2656,7.216,3075,7.126,3627,7.707,4186,7.481,3317,7.23,2556,8.438,2063,8.939,1809,9.355,1917,9.578,2826,9.685,4231,9.936,3146,10.191,3450,10.562,3104,11.346,1636,3.18,4.37,3.47,0.3541,1.7054,3.7728,0.5154,-1.2472,8.1532,-2.9324,-3.3552,16.7082,5.9374,4.6538,2.3838,1.1171,2.5916,2.5664,3.6405,7.4228,renting
09363,4.403,155,4.767,109,4.753,112,5.329,410,5.105,372,5.346,629,5.34,1221,5.391,368,5.524,119,5.585,122,5.799,92,6.155,92,6.444,119,6.442,165,6.875,135,7.386,180,7.965,261,8.325,136,3.89,4.47,5.3,8.2671,-0.2937,12.1187,-4.2034,4.7209,-0.1122,0.9551,2.4671,1.1043,3.8317,6.139,4.6954,-0.031,6.7215,7.4327,7.8392,4.5198,renting
09371,4.263,267,4.228,91,4.121,139,4.831,595,4.759,483,4.668,1115,4.473,2279,4.614,575,4.806,111,4.903,109,5.204,131,5.501,113,5.661,167,5.83,155,6.362,111,6.723,156,6.986,219,8.469,99,4.31,6.39,8.58,-0.821,-2.5307,17.2288,-1.4904,-1.9122,-4.1774,3.1522,4.1612,2.0183,6.1391,5.7071,2.9086,2.9853,9.1252,5.6743,3.9119,21.2282,renting
09372,3.855,96,3.981,104,3.875,107,4.038,102,4.046,176,4.227,208,4.435,260,4.35,197,4.785,163,5.182,174,5.341,190,5.446,143,5.776,251,5.844,236,6.252,193,6.431,223,7.136,265,7.238,126,3.84,5.28,4.68,3.2685,-2.6626,4.2065,0.1981,4.4736,4.9207,-1.9166,10.0,8.2968,3.0683,1.9659,6.0595,1.1773,6.9815,2.8631,10.9625,1.4294,renting
09373,4.616,259,4.914,323,5.094,507,5.162,588,5.425,518,5.531,729,5.671,744,5.943,449,6.238,349,6.55,379,6.661,337,6.86,279,6.986,357,7.348,495,7.509,326,7.8,381,8.342,430,8.838,212,3.91,4.06,4.83,6.4558,3.663,1.3349,5.0949,1.9539,2.5312,4.7963,4.9638,5.0016,1.6947,2.9875,1.8367,5.1818,2.1911,3.8753,6.9487,5.9458,renting
09375,5.324,973,5.305,1041,5.359,821,5.41,1034,5.76,859,5.875,1319,6.167,1712,6.335,1031,6.784,388,6.805,517,6.935,540,7.367,468,7.447,791,7.548,1146,7.751,802,7.904,1260,8.559,1048,9.048,427,3.2,3.66,4.0,-0.3569,1.0179,0.9517,6.4695,1.9965,4.9702,2.7242,7.0876,0.3096,1.9104,6.2293,1.0859,1.3563,2.6895,1.9739,8.2869,5.7133,renting
09376,4.162,447,4.177,299,4.069,359,4.173,424,4.224,389,4.601,608,4.715,1312,5.001,568,5.118,273,5.689,213,5.787,259,6.09,220,6.219,348,6.488,549,6.908,360,7.104,490,7.507,505,7.725,234,3.75,4.48,4.44,0.3604,-2.5856,2.5559,1.2221,8.9252,2.4777,6.0657,2.3395,11.1567,1.7226,5.2359,2.1182,4.3255,6.4735,2.8373,5.6729,2.904,renting
09377,3.637,57,3.578,62,3.75,74,3.479,178,3.868,269,3.985,270,4.156,265,4.08,132,4.008,74,4.346,68,4.527,70,4.607,50,4.897,87,5.326,91,5.419,78,5.925,119,6.484,165,6.325,66,3.43,4.57,5.37,-1.6222,4.8072,-7.2267,11.1814,3.0248,4.2911,-1.8287,-1.7647,8.4331,4.1647,1.7672,6.2948,8.7605,1.7462,9.3375,9.4346,-2.4522,renting
09461,5.311,517,5.729,706,5.676,814,6.08,579,6.578,573,6.301,728,6.547,1292,6.717,1041,6.795,776,7.465,606,7.894,640,8.219,439,8.388,649,8.448,834,8.914,784,9.037,998,9.566,1149,9.976,599,3.84,4.07,3.55,7.8705,-0.9251,7.1177,8.1908,-4.211,3.9041,2.5966,1.1612,9.8602,5.7468,4.1171,2.0562,0.7153,5.5161,1.3799,5.8537,4.286,renting
09462,5.164,1017,5.326,1154,5.542,1156,5.857,1040,6.07,1071,6.273,1171,6.523,1321,6.563,1329,6.592,1057,7.165,906,7.492,928,7.872,803,8.105,869,8.249,1007,8.546,838,8.775,976,9.248,1248,9.597,505,3.73,3.9,3.44,3.1371,4.0556,5.6839,3.6367,3.3443,3.9853,0.6132,0.4419,8.6924,4.5639,5.0721,2.9599,1.7767,3.6004,2.6796,5.3903,3.7738,renting
09463,4.46,193,4.686,230,4.849,468,5.0,530,5.157,436,5.46,567,5.565,631,5.738,450,5.942,346,5.989,411,6.341,412,6.341,333,6.636,583,6.859,683,6.974,557,7.451,554,7.65,601,7.746,283,3.32,3.07,3.16,5.0673,3.4784,3.114,3.14,5.8755,1.9231,3.1087,3.5552,0.791,5.8774,0.0,4.6523,3.3605,1.6766,6.8397,2.6708,1.2549,renting
09464,3.406,403,3.613,257,3.723,448,3.812,514,3.822,454,3.981,744,3.947,545,4.173,478,4.596,558,4.728,381,4.993,353,5.138,304,5.39,457,5.374,482,5.912,298,6.382,402,6.716,547,6.999,286,4.37,5.35,5.42,6.0775,3.0446,2.3905,0.2623,4.1601,-0.8541,5.7259,10.1366,2.8721,5.6049,2.9041,4.9046,-0.2968,10.0112,7.9499,5.2335,4.2138,renting
09471,4.402,447,4.627,402,4.54,637,4.701,431,4.899,457,4.841,767,5.142,1281,5.181,597,5.402,303,5.899,297,6.459,252,6.268,185,6.763,274,6.746,282,7.307,276,7.407,358,7.864,380,8.502,192,4.02,5.16,4.74,5.1113,-1.8803,3.5463,4.2119,-1.1839,6.2177,0.7585,4.2656,9.2003,9.4931,-2.9571,7.8973,-0.2514,8.316,1.3686,6.1698,8.1129,renting
09472,4.196,327,4.318,393,4.311,728,4.267,799,4.562,575,4.627,622,4.397,840,4.724,394,5.007,201,5.414,166,5.723,175,5.876,175,6.067,222,6.362,251,6.562,188,7.036,274,7.496,287,7.993,159,3.92,5.41,5.68,2.9075,-0.1621,-1.0206,6.9135,1.4248,-4.9708,7.4369,5.9907,8.1286,5.7074,2.6734,3.2505,4.8624,3.1437,7.2234,6.5378,6.6302,renting
09473,4.172,128,4.247,187,4.373,305,4.656,431,4.423,284,4.689,326,4.647,351,4.859,304,5.205,193,5.271,236,5.398,218,5.574,165,5.516,266,5.416,354,5.969,249,6.285,287,6.61,284,6.784,116,2.97,3.45,4.3,1.7977,2.9668,6.4715,-5.0043,6.014,-0.8957,4.5621,7.1208,1.268,2.4094,3.2605,-1.0405,-1.8129,10.2105,5.294,5.171,2.6324,renting
09474,4.836,624,4.984,646,5.0,709,5.102,651,5.336,720,5.448,759,5.784,1339,6.014,856,6.237,512,6.358,521,6.83,445,7.638,323,7.15,414,7.486,337,7.677,310,8.147,398,8.513,437,8.721,204,3.59,3.88,4.06,3.0604,0.321,2.04,4.5864,2.099,6.1674,3.9765,3.708,1.94,7.4237,11.8302,-6.3891,4.6993,2.5514,6.1222,4.4925,2.4433,renting
09475,3.754,107,3.642,163,3.898,307,3.703,325,3.644,328,3.828,434,4.021,394,4.085,294,4.143,235,4.393,213,4.474,173,4.767,151,5.086,184,5.093,196,5.519,122,5.891,179,6.057,216,6.075,112,2.94,4.09,3.67,-2.9835,7.0291,-5.0026,-1.5933,5.0494,5.0418,1.5916,1.4198,6.0343,1.8438,6.5489,6.6918,0.1376,8.3644,6.7404,2.8179,0.2972,renting
09477,4.169,126,3.946,161,4.379,371,4.478,447,4.212,319,4.394,293,4.495,497,4.726,241,4.989,187,5.271,164,5.4,152,5.449,121,5.959,125,6.031,150,6.634,105,7.129,174,7.585,251,8.035,118,4.04,5.49,6.2,-5.349,10.9731,2.2608,-5.9402,4.321,2.2986,5.139,5.565,5.6524,2.4474,0.9074,9.3595,1.2083,9.9983,7.4616,6.3964,5.9328,renting
09479,3.174,144,3.307,145,3.573,261,3.572,353,3.526,321,3.76,334,3.837,457,3.919,435,4.079,598,4.072,549,4.294,190,4.76,126,4.957,157,5.007,128,5.416,98,6.173,139,6.511,146,6.461,80,4.35,5.22,5.57,4.1903,8.0435,-0.028,-1.2878,6.6364,2.0479,2.1371,4.0827,-0.1716,5.4519,10.8524,4.1387,1.0087,8.1686,13.9771,5.4755,-0.7679,renting
09561,4.483,137,4.64,125,4.988,385,5.048,807,5.128,951,5.47,667,5.726,494,5.707,367,6.171,235,6.301,230,6.737,191,7.693,95,7.61,196,7.524,195,7.653,135,7.975,240,8.381,316,8.825,160,4.13,4.54,3.04,3.5021,7.5,1.2029,1.5848,6.6693,4.6801,-0.3318,8.1304,2.1066,6.9195,14.1903,-1.0789,-1.1301,1.7145,4.2075,5.0909,5.2977,renting
09562,6.862,841,6.83,1148,6.943,1653,7.365,1271,7.478,1331,7.498,2059,8.153,2304,7.929,2267,8.019,2256,8.84,1500,9.276,1172,9.443,1123,9.702,1631,9.962,1854,10.22,1261,10.415,1383,11.018,1455,12.567,877,3.7,4.79,5.41,-0.4663,1.6545,6.0781,1.5343,0.2675,8.7357,-2.7475,1.1351,10.2382,4.9321,1.8003,2.7428,2.6799,2.5898,1.908,5.7897,14.0588,renting
09563,5.512,1782,5.641,2404,5.749,2872,6.022,2331,6.361,2177,6.652,2318,6.765,3071,6.873,2558,6.864,1615,7.6,1462,7.911,1064,8.435,906,8.807,1378,8.422,1441,8.908,1257,8.953,1143,9.4,1407,10.457,677,3.9,4.39,3.63,2.3403,1.9146,4.7487,5.6294,4.5748,1.6987,1.5965,-0.1309,10.7226,4.0921,6.6237,4.4102,-4.3715,5.7706,0.5052,4.9927,11.2447,renting
09564,5.906,9242,6.113,12727,6.129,11576,6.289,9719,6.507,8597,6.55,10075,7.178,11477,7.406,10020,7.477,8015,8.263,6270,8.718,5387,8.998,5136,9.5,6852,10.218,8579,9.902,6460,9.962,6851,10.604,7403,11.395,3737,4.0,4.47,3.8,3.5049,0.2617,2.6105,3.4664,0.6608,9.5878,3.1764,0.9587,10.5122,5.5065,3.2117,5.579,7.5579,-3.0926,0.6059,6.4445,7.4594,renting
09565,5.28,328,5.251,636,5.298,513,5.502,380,5.867,483,5.94,352,6.141,459,6.304,380,6.629,168,6.785,215,7.161,194,7.32,119,7.836,179,8.103,169,8.151,137,8.736,195,9.072,231,9.616,117,3.61,4.33,4.2,-0.5492,0.8951,3.8505,6.634,1.2442,3.3838,2.6543,5.1555,2.3533,5.5416,2.2204,7.0492,3.4074,0.5924,7.177,3.8462,5.9965,renting
09571,4.367,221,4.275,204,4.4,1558,4.339,2265,4.523,1602,4.71,1117,4.817,682,5.095,595,5.288,364,5.495,321,5.826,300,6.229,213,6.375,321,6.71,296,6.979,286,7.333,388,7.555,409,7.889,211,3.57,4.48,4.36,-2.1067,2.924,-1.3864,4.2406,4.1344,2.2718,5.7712,3.788,3.9145,6.0237,6.9173,2.3439,5.2549,4.0089,5.0724,3.0274,4.4209,renting
09572,5.37,888,5.622,858,5.453,1001,5.609,998,5.994,1029,6.184,1201,6.247,1457,6.757,1047,7.278,802,7.323,790,7.767,556,7.893,572,8.278,704,8.08,667,8.338,452,9.335,701,9.292,729,10.393,361,4.05,4.5,4.83,4.6927,-3.006,2.8608,6.864,3.1698,1.0188,8.1639,7.7105,0.6183,6.0631,1.6222,4.8777,-2.3919,3.1931,11.9573,-0.4606,11.8489,renting
09573,5.231,754,5.52,965,5.317,1229,5.61,1152,5.875,1075,6.076,1123,6.932,1156,6.23,698,6.754,489,7.015,493,7.212,342,8.19,321,7.981,486,8.116,541,8.344,397,8.827,517,9.026,502,9.866,274,3.97,4.79,4.37,5.5248,-3.6775,5.5106,4.7237,3.4213,14.0882,-10.1269,8.4109,3.8644,2.8083,13.5607,-2.5519,1.6915,2.8093,5.7886,2.2544,9.3064,renting
09574,5.228,893,5.296,1087,5.287,1314,5.532,1284,5.636,1137,5.737,1306,5.95,1182,6.396,921,6.466,690,6.776,643,6.922,527,7.317,382,7.623,427,7.77,506,8.085,489,8.487,527,8.775,595,9.815,311,3.81,4.41,5.24,1.3007,-0.1699,4.634,1.88,1.7921,3.7127,7.4958,1.0944,4.7943,2.1547,5.7064,4.182,1.9284,4.0541,4.9722,3.3934,11.8519,renting
09575,4.499,134,4.002,127,4.21,603,4.246,1057,4.551,590,4.544,348,4.688,324,4.843,201,5.126,184,5.515,191,5.572,117,5.818,72,6.323,165,6.362,128,6.976,96,7.362,186,7.602,236,8.964,104,4.3,6.45,7.4,-11.0469,5.1974,0.8551,7.1832,-0.1538,3.169,3.3063,5.8435,7.5888,1.0335,4.4149,8.68,0.6168,9.6511,5.5333,3.26,17.9163,renting
09576,4.961,560,4.923,604,4.86,1148,5.06,1158,5.018,1220,5.423,963,5.532,1011,5.661,564,5.982,300,6.332,305,6.815,237,7.008,158,7.162,229,7.462,294,7.887,224,8.079,303,8.693,332,8.915,139,3.55,4.67,4.49,-0.766,-1.2797,4.1152,-0.83,8.0709,2.01,2.3319,5.6704,5.8509,7.6279,2.832,2.1975,4.1888,5.6955,2.4344,7.6,2.5538,renting
09577,4.095,139,4.233,242,4.255,1038,4.373,2181,4.406,1567,4.424,985,4.753,729,4.77,254,5.249,159,5.627,136,5.501,106,6.403,99,6.029,167,6.631,177,6.535,117,7.236,188,7.666,200,7.838,129,4.04,5.3,5.49,3.37,0.5197,2.7732,0.7546,0.4085,7.4367,0.3577,10.0419,7.2014,-2.2392,16.397,-5.841,9.9851,-1.4477,10.7269,5.9425,2.2437,renting
09661,5.749,865,5.843,994,5.918,957,6.133,945,6.29,1137,6.45,1741,6.575,1590,6.744,1153,6.923,875,7.335,915,7.683,915,8.016,829,8.395,1193,8.7,1439,9.105,1115,9.541,1231,9.786,1596,10.026,788,3.33,4.05,3.62,1.6351,1.2836,3.633,2.5599,2.5437,1.938,2.5703,2.6542,5.9512,4.7444,4.3342,4.728,3.6331,4.6552,4.7886,2.5679,2.4525,renting
09662,4.427,342,4.499,390,4.798,351,4.988,408,4.958,230,5.054,231,5.035,251,5.325,271,5.489,273,5.739,205,6.252,171,6.72,153,7.09,258,6.908,261,7.389,185,7.393,251,8.037,294,9.432,170,4.65,6.01,6.1,1.6264,6.6459,3.96,-0.6014,1.9363,-0.3759,5.7597,3.0798,4.5546,8.9388,7.4856,5.506,-2.567,6.9629,0.0541,8.7109,17.3572,renting
09663,5.707,1969,5.941,2234,6.135,1927,6.356,1510,6.483,1542,6.758,1936,7.484,1609,8.188,1828,7.659,1595,8.302,1374,8.774,1369,9.037,1185,9.313,1403,9.46,1754,10.128,1516,10.424,1629,10.477,2070,11.188,946,4.11,3.25,3.77,4.1002,3.2654,3.6023,1.9981,4.2419,10.7428,9.4067,-6.4607,8.3954,5.6854,2.9975,3.0541,1.5784,7.0613,2.9226,0.5084,6.7863,renting
09671,5.416,1198,5.423,1056,5.411,998,5.452,1204,5.607,1340,5.666,1823,5.741,2077,5.982,1174,6.293,645,6.442,737,6.73,696,7.011,584,7.302,995,7.724,1029,8.016,821,8.3,1012,8.773,1224,9.103,554,3.12,4.29,4.51,0.1292,-0.2213,0.7577,2.843,1.0523,1.3237,4.1979,5.1989,2.3677,4.4707,4.1753,4.1506,5.7792,3.7804,3.5429,5.6988,3.7615,renting
09672,4.504,285,3.732,445,3.871,468,3.684,1210,3.771,929,4.137,817,4.298,732,4.582,556,4.719,500,5.198,380,5.492,349,5.872,258,5.948,420,5.894,423,6.362,329,6.739,395,7.07,455,7.59,185,3.33,5.22,5.04,-17.1403,3.7245,-4.8308,2.3616,9.7056,3.8917,6.6077,2.99,10.1505,5.656,6.9192,1.2943,-0.9079,7.9403,5.9258,4.9117,7.355,renting
09675,4.267,214,4.123,264,4.222,236,4.375,313,4.359,228,4.484,306,4.665,227,5.091,233,5.432,167,5.653,182,5.877,179,6.038,192,6.463,198,6.673,212,7.141,167,7.662,258,7.8,281,8.389,130,4.1,5.14,5.38,-3.3747,2.4012,3.6239,-0.3657,2.8676,4.0366,9.1318,6.6981,4.0685,3.9625,2.7395,7.0388,3.2493,7.0133,7.2959,1.8011,7.5513,renting
09676,4.579,419,4.648,635,4.693,636,4.686,698,4.795,704,4.997,821,5.251,681,5.406,446,5.64,273,5.754,357,5.814,399,6.301,293,6.608,467,7.076,438,7.28,447,7.842,626,8.268,715,8.652,337,3.84,4.84,5.55,1.5069,0.9682,-0.1492,2.3261,4.2127,5.083,2.9518,4.3285,2.0213,1.0428,8.3763,4.8722,7.0823,2.883,7.7198,5.4323,4.6444,renting
09677,4.512,156,4.327,188,4.517,207,4.467,240,4.718,212,4.77,476,4.783,445,5.091,327,5.055,217,5.412,218,5.713,209,5.795,166,6.513,227,6.521,254,6.813,216,7.168,241,7.634,297,7.857,163,3.39,4.5,3.85,-4.1002,4.391,-1.1069,5.619,1.1022,0.2725,6.4395,-0.7071,7.0623,5.5617,1.4353,12.39,0.1228,4.4778,5.2106,6.5011,2.9211,renting
09678,4.35,263,4.279,375,4.348,249,4.552,429,5.045,195,4.684,166,4.708,354,5.011,168,5.259,116,5.389,100,5.691,88,5.995,93,6.385,147,6.659,146,7.054,114,7.663,175,7.366,205,7.889,101,3.66,4.7,4.42,-1.6322,1.6125,4.6918,10.8304,-7.1556,0.5124,6.4359,4.9491,2.472,5.604,5.3418,6.5054,4.2913,5.9318,8.6334,-3.8758,7.1002,renting
09679,4.74,1369,4.84,1396,4.948,1081,5.096,1175,5.327,1006,5.5,1041,5.831,1019,6.25,988,6.354,509,6.51,528,6.881,415,7.287,438,7.4,600,7.804,645,8.207,559,8.76,757,8.692,815,9.173,345,3.98,3.94,4.42,2.1097,2.2314,2.9911,4.533,3.2476,6.0182,7.1857,1.664,2.4551,5.6989,5.9003,1.5507,5.4595,5.164,6.7382,-0.7763,5.5338,renting
09761,5.639,3842,5.748,4599,5.806,5295,6.011,5332,6.14,5293,6.445,5436,6.997,5529,7.149,5582,7.174,4944,8.237,3540,8.852,3903,9.111,3290,9.419,4093,9.585,5288,10.093,4740,10.383,5070,11.004,6023,11.814,2614,4.5,5.22,4.66,1.933,1.009,3.5308,2.1461,4.9674,8.5648,2.1724,0.3497,14.8174,7.4663,2.9259,3.3805,1.7624,5.2999,2.8733,5.9809,7.361,renting
09762,4.639,348,4.678,382,4.708,424,4.912,446,5.09,334,5.302,435,5.486,475,5.791,366,5.94,329,6.22,335,6.483,295,6.817,265,7.039,373,7.593,371,7.91,294,8.457,363,9.18,410,9.159,272,4.11,4.72,5.46,0.8407,0.6413,4.3331,3.6238,4.165,3.4704,5.5596,2.573,4.7138,4.2283,5.1519,3.2566,7.8704,4.1749,6.9153,8.5491,-0.2288,renting
09763,5.13,589,5.318,729,5.449,865,5.527,986,5.532,911,5.804,907,6.037,1112,6.266,766,6.705,500,7.075,623,7.609,456,7.919,329,8.757,467,8.725,450,9.221,392,9.607,527,10.281,755,10.527,372,4.35,5.36,3.78,3.6647,2.4633,1.4315,0.0905,4.9168,4.0145,3.7933,7.0061,5.5183,7.5477,4.0741,10.5821,-0.3654,5.6848,4.1861,7.0157,2.3928,renting
09764,5.513,111,5.332,107,5.335,202,5.424,453,5.385,402,5.425,282,6.158,371,6.4,194,6.578,204,6.915,228,7.286,203,7.867,178,7.857,300,8.324,374,8.711,236,8.834,306,9.242,387,9.394,187,3.25,3.94,3.65,-3.2831,0.0563,1.6682,-0.719,0.7428,13.5115,3.9298,2.7813,5.1231,5.3651,7.9742,-0.1271,5.9437,4.6492,1.412,4.6185,1.6447,renting
09771,5.278,556,5.318,637,5.361,661,5.354,714,5.537,662,5.839,906,6.048,663,6.317,551,6.661,416,7.055,474,7.674,522,7.895,388,8.079,561,8.527,698,8.909,607,9.321,804,9.59,1070,9.927,410,3.81,4.64,4.21,0.7579,0.8086,-0.1306,3.418,5.4542,3.5794,4.4478,5.4456,5.915,8.7739,2.8799,2.3306,5.5452,4.4799,4.6245,2.886,3.5141,renting
09772,5.324,1255,5.312,1437,5.327,1677,5.434,1581,5.535,1586,5.85,2024,6.014,1648,6.325,1436,6.678,1013,7.18,1178,7.453,1127,7.869,929,8.12,1349,8.555,1644,8.938,1488,9.266,1965,9.7,2137,10.216,928,3.93,4.92,4.7,-0.2254,0.2824,2.0086,1.8587,5.6911,2.8034,5.1713,5.581,7.5172,3.8022,5.5816,3.1897,5.3571,4.4769,3.6697,4.6838,5.3196,renting
