kid2019,pindex2008,NOBS2008,pindex2009,NOBS2009,pindex2010,NOBS2010,pindex2011,NOBS2011,pindex2012,NOBS2012,pindex2013,NOBS2013,pindex2014,NOBS2014,pindex2015,NOBS2015,pindex2016,NOBS2016,pindex2017,NOBS2017,pindex2018,NOBS2018,pindex2019,NOBS2019,pindex2020,NOBS2020,pindex2021,NOBS2021,pindex2022,NOBS2022,pindex2023,NOBS2023,pindex2024,NOBS2024,pindex2025,NOBS2025,avg_return_all_time,avg_return_10yr,avg_return_5yr,return_2009,return_2010,return_2011,return_2012,return_2013,return_2014,return_2015,return_2016,return_2017,return_2018,return_2019,return_2020,return_2021,return_2022,return_2023,return_2024,return_2025,dataset_type
07111,1054.546,624,1114.845,667,1079.224,534,1100.914,455,1092.086,456,1194.186,375,1282.752,327,1308.83,373,1498.29,320,1745.544,296,1940.768,459,2125.443,415,2235.532,308,2468.971,277,2611.853,337,2381.333,533,2190.083,675,2134.182,225,4.48,5.37,-0.64,5.718,-3.1952,2.0098,-0.8019,9.3491,7.4164,2.033,14.4755,16.5024,11.1841,9.5156,5.1796,10.4422,5.7871,-8.8259,-8.0312,-2.5525,apt_purchase
07131,1088.957,728,1044.174,667,1065.432,709,1116.403,739,1178.565,1014,1197.388,790,1200.003,669,1306.776,434,1344.665,383,1403.858,326,1528.514,356,1650.323,320,1751.551,294,2073.664,241,2173.732,228,2009.69,422,1983.408,486,1982.884,220,3.74,4.46,2.87,-4.1125,2.0359,4.7841,5.5681,1.5971,0.2184,8.8977,2.8994,4.4021,8.8795,7.9691,6.1338,18.3902,4.8257,-7.5466,-1.3078,-0.0264,apt_purchase
07133,950.856,461,917.561,543,928.773,621,943.425,502,995.925,514,1021.073,501,1055.802,543,1153.037,481,1200.184,418,1268.426,449,1255.893,476,1523.748,399,1645.562,307,1889.916,326,2135.485,268,1876.794,440,1927.258,610,2141.802,209,5.16,6.77,5.91,-3.5016,1.2219,1.5776,5.5648,2.5251,3.4012,9.2096,4.0889,5.686,-0.9881,21.3279,7.9944,14.8493,12.9936,-12.1139,2.6888,11.1321,apt_purchase
07137,906.343,579,816.716,621,861.86,595,926.832,641,881.707,524,973.608,471,1042.95,541,1098.336,521,1184.221,401,1224.331,400,1382.54,386,1514.59,396,1649.113,282,1930.528,223,2028.781,303,2009.906,517,1866.029,670,2008.654,222,5.03,6.43,4.34,-9.8889,5.5275,7.5386,-4.8687,10.4231,7.1222,5.3105,7.8196,3.387,12.9221,9.5513,8.8818,17.0646,5.0894,-0.9304,-7.1584,7.6432,apt_purchase
07138,879.465,358,800.773,486,801.485,484,839.316,446,922.818,421,921.882,474,934.044,532,916.188,381,1004.681,312,1060.121,378,1260.421,255,1521.869,273,1546.477,296,1699.009,334,1992.162,262,1897.31,576,1916.47,551,1946.667,150,5.09,8.14,4.99,-8.9477,0.0889,4.7201,9.9488,-0.1014,1.3193,-1.9117,9.6588,5.5182,18.8941,20.7429,1.617,9.8632,17.2544,-4.7613,1.0099,1.5757,apt_purchase
07141,822.318,409,773.08,414,796.246,318,794.315,343,815.092,392,850.943,410,852.221,404,894.471,389,863.047,359,933.101,294,1079.391,310,1250.161,259,1300.273,228,1545.21,278,1886.251,260,1767.963,274,1570.731,319,1842.321,147,5.28,8.09,8.15,-5.9877,2.9966,-0.2425,2.6157,4.3984,0.1502,4.9576,-3.5131,8.1171,15.6778,15.821,4.0084,18.8374,22.0709,-6.2711,-11.1559,17.2907,apt_purchase
07143,799.955,269,687.905,467,748.694,334,773.404,480,778.757,483,805.59,483,773.182,580,883.261,416,874.989,276,930.585,341,1210.116,271,1231.928,262,1305.32,188,1578.728,152,1654.242,192,1596.832,245,1703.659,214,1702.168,107,4.97,7.21,5.77,-14.007,8.8368,3.3004,0.6921,3.4456,-4.0229,14.2371,-0.9365,6.3539,30.0382,1.8025,5.9575,20.9457,4.7832,-3.4705,6.6899,-0.0875,apt_purchase
07211,1241.653,718,1350.978,1195,1371.747,1206,1367.882,808,1431.86,1099,1561.984,1371,1527.915,734,1691.148,840,1806.839,862,1940.083,777,1963.524,431,2161.721,311,2238.234,346,2338.587,219,2680.16,275,2429.493,456,2567.418,604,2595.384,408,4.58,4.56,3.3,8.8048,1.5373,-0.2818,4.6772,9.0878,-2.1811,10.6834,6.841,7.3744,1.2082,10.0939,3.5394,4.4836,14.606,-9.3527,5.6771,1.0893,apt_purchase
07235,1159.21,325,1030.708,484,1112.176,473,1232.083,354,1227.608,332,1379.183,503,1371.391,446,1267.487,435,1318.744,345,1258.649,295,1339.502,193,1344.896,249,1791.44,252,2062.121,160,2202.372,108,2400.59,141,2157.685,295,2092.703,221,4.04,5.73,3.56,-11.0853,7.9041,10.7813,-0.3632,12.3472,-0.565,-7.5765,4.044,-4.557,6.4238,0.4027,33.2029,15.1097,6.8013,9.0002,-10.1186,-3.0117,apt_purchase
07311,913.84,450,916.256,417,911.134,527,972.949,705,1028.226,799,1102.408,686,1175.904,783,1134.231,492,1282.616,467,1493.375,578,1521.168,480,1606.508,295,1790.123,219,2129.0,201,2333.181,277,2143.674,288,2209.289,386,2160.017,99,5.42,6.96,4.25,0.2644,-0.559,6.7844,5.6814,7.2146,6.6669,-3.5439,13.0824,16.432,1.8611,5.6102,11.4294,18.9304,9.5905,-8.1223,3.0609,-2.2302,apt_purchase
07312,798.332,591,788.288,455,792.101,559,822.107,490,873.188,419,974.652,531,916.473,616,941.333,493,975.012,339,1119.635,335,1219.416,327,1237.334,294,1501.456,336,1681.635,257,1863.588,285,1757.864,351,1804.563,446,1903.058,170,5.47,7.54,5.05,-1.2581,0.4837,3.7882,6.2134,11.6199,-5.9692,2.7126,3.5778,14.8329,8.9119,1.4694,21.3461,12.0003,10.82,-5.6731,2.6566,5.4581,apt_purchase
07313,913.875,353,1005.22,390,969.809,306,1060.031,274,1188.857,227,1243.649,302,1264.597,323,1318.262,349,1522.732,250,1690.419,347,1837.469,284,1993.61,263,2253.729,218,2475.537,155,2627.528,167,2355.071,240,2071.661,462,2188.03,159,5.55,5.6,-0.16,9.9953,-3.5227,9.3031,12.153,4.6088,1.6844,4.2436,15.5106,11.0122,8.699,8.4976,13.0476,9.8418,6.1397,-10.3693,-12.034,5.6172,apt_purchase
07314,945.183,1006,866.472,1271,893.552,1127,994.549,1516,1003.402,1554,1025.885,1510,1075.371,1742,1197.817,1584,1255.957,1468,1454.082,2228,1524.179,1428,1691.185,860,1881.72,897,2036.559,857,2374.805,869,2205.359,1133,1994.161,1319,2096.984,511,5.08,6.1,2.66,-8.3276,3.1253,11.3029,0.8902,2.2407,4.8237,11.3864,4.8538,15.7748,4.8207,10.9571,11.2664,8.2286,16.6087,-7.1352,-9.5766,5.1562,apt_purchase
07315,1256.89,2441,1208.024,3487,1229.308,2569,1342.766,1915,1431.848,1898,1405.943,2000,1614.789,1939,1761.511,1258,2016.047,1035,2121.737,1209,2327.232,1169,2480.135,989,2710.228,850,3087.387,722,3425.109,929,3180.269,1597,3073.46,1560,3244.114,561,5.94,6.51,3.98,-3.8879,1.7619,9.2294,6.6342,-1.8092,14.8545,9.0861,14.4499,5.2424,9.6852,6.5702,9.2774,13.9161,10.9388,-7.1484,-3.3585,5.5525,apt_purchase
07316,1048.378,310,954.544,312,1080.459,322,1137.745,439,1221.926,274,1301.888,330,1405.936,320,1369.92,449,1425.111,209,1594.368,320,1474.923,326,1777.431,153,2094.591,198,2256.593,220,2611.875,196,2253.119,276,2228.362,303,2275.511,100,5.08,5.75,2.15,-8.9504,13.1911,5.302,7.3989,6.5439,7.9921,-2.5617,4.0288,11.8768,-7.4917,20.5101,17.8437,7.7343,15.7442,-13.7356,-1.0988,2.1159,apt_purchase
07317,529.496,127,449.014,451,403.257,199,376.381,193,521.016,148,644.001,141,594.014,168,655.015,167,569.115,205,576.921,210,556.125,153,634.389,73,720.334,179,772.308,106,842.539,159,830.283,141,1011.328,184,928.16,64,4.31,4.07,5.69,-15.1997,-10.1906,-6.6647,38.4278,23.6048,-7.7619,10.2693,-13.1142,1.3716,-3.6047,14.0731,13.5477,7.2153,9.0937,-1.4547,21.8052,-8.2236,apt_purchase
07318,1090.803,314,1106.164,415,1072.424,323,1186.236,266,1342.492,288,1397.611,378,1409.79,345,1501.019,457,1638.093,263,1724.331,308,1875.463,215,2023.049,258,2396.413,228,2773.724,181,2893.781,187,2667.919,357,2561.96,257,2616.272,162,5.5,5.99,2.08,1.4082,-3.0502,10.6126,13.1724,4.1057,0.8714,6.4711,9.1321,5.2645,8.7647,7.8693,18.4555,15.7448,4.3284,-7.8051,-3.9716,2.1199,apt_purchase
07319,889.394,472,808.967,494,902.097,432,913.789,378,920.043,426,1035.28,546,1077.165,882,1140.689,561,1099.005,490,1359.933,730,1497.567,535,1522.678,339,1743.742,331,2152.485,277,2190.795,303,2115.29,398,1965.362,513,2077.48,176,5.51,6.68,4.08,-9.0429,11.5122,1.2961,0.6844,12.5252,4.0458,5.8973,-3.6543,23.7422,10.1206,1.6768,14.5181,23.4406,1.7798,-3.4465,-7.0878,5.7047,apt_purchase
07331,897.784,328,854.568,299,811.128,353,910.276,408,872.291,292,966.083,386,935.815,458,1020.262,419,1108.501,249,1240.924,351,1325.981,370,1500.945,289,1534.518,277,1869.64,304,2127.816,286,1994.794,290,1974.032,379,2045.947,126,5.28,7.49,6.4,-4.8136,-5.0833,12.2235,-4.1729,10.7524,-3.1331,9.0239,8.6487,11.9461,6.8543,13.1951,2.2368,21.8389,13.8089,-6.2516,-1.0408,3.6431,apt_purchase
